pctile,inc3_mean,tax_mean,transfer_mean,pubpension_mean,hil_mean,hxit_mean,hxits_mean,hsscer_mean,taxrate_mean,countryyear
81,75975.34,32055.28,2623.617,5978.022,52314.35,17593.57,7121.49,14461.7,.4219195,at13
82,77378.99,33573.91,2144.309,3219.023,55612.68,18303.7,7671.353,15270.21,.4338269,at13
83,79039.98,29942.14,3712.927,4746.906,53108.7,15762.71,7066.738,14179.43,.3787646,at13
84,80616.99,34964.73,1891.961,2638.912,59049.04,19314,7694.186,15650.73,.4336795,at13
85,82539.8,36194.77,2055.458,2735.68,59871.22,20572.46,7642.343,15622.31,.4384822,at13
86,84115.1,38151.75,2891.438,4504.731,58826.73,22083.13,8044.813,16068.62,.4531944,at13
87,86152.13,40059.35,1799.384,3730.81,63081.64,23049.51,8593.141,17009.84,.4650945,at13
88,88538.06,39838.15,1485.885,2109.7,66664.04,22989.31,8267.662,16848.84,.449817,at13
89,90868.94,40717.65,1432.262,5144.119,65939.13,23506.8,8523.356,17210.84,.4481599,at13
90,93298.48,41617.3,1370.579,2375.491,70634.26,23316.76,8981.381,18300.54,.4460161,at13
91,95687.92,40949.51,1656.395,5126.026,70883.72,23844.56,8281.515,17104.96,.4280857,at13
92,98860.84,40917.71,1705.244,4656.574,70607.24,23135.53,8688.051,17782.18,.4139507,at13
93,102347.2,45432.22,1783.771,7510.899,72922.09,27320.5,8953.077,18111.72,.4437499,at13
94,107293.3,46262.01,2456.217,5059.007,77601.84,26734.64,9627.27,19527.37,.4306513,at13
95,112250.4,49978.39,1847.92,8155.489,81823.73,30867.07,9277.343,19111.32,.4449704,at13
96,118650.9,53858.93,1245.489,3765.871,90305.13,32928.69,10021.49,20930.24,.4537922,at13
97,126562.5,59594.77,1270.28,4873.967,97785.98,39003.23,9542.363,20591.54,.4709051,at13
98,137293.3,63184.4,1002.175,5908.401,103623,39329.9,11509.52,23854.49,.4602697,at13
99,157806.3,74967,1432.251,3516.812,124711.3,51857.81,9908.637,23109.2,.4753639,at13
100,253469.2,102240.4,1893.713,2475.389,195573,74407.73,9468.38,27832.71,.4208381,at13
1,587.0436,108.4124,779.2081,2.287474,316.9391,107.9943,0,19.01635,.373677,au03
2,3850.445,125.6658,2565.407,224.5312,1060.154,82.97021,0,63.60922,.0390124,au03
3,6037.151,223.5601,3455.718,509.3908,1764.374,121.5578,0,105.8625,.0368438,au03
4,7351.607,168.3357,5107.423,655.6288,1362.777,114.6301,0,81.76662,.0230772,au03
5,7994.176,276.9586,5352.158,1410.403,1071.212,216.8295,0,64.2727,.0347506,au03
6,8642.842,293.6423,5663.531,1339.484,1406.983,215.0291,0,84.419,.0340386,au03
7,9162.941,181.4273,5254.371,3071.909,667.1966,153.0132,0,40.0318,.0197577,au03
8,9645.841,411.604,6145.988,1711.994,1307.315,336.2338,0,78.4389,.0427515,au03
9,10091.71,402.8881,6786.123,1027.212,1849.618,293.4787,0,110.9771,.0397693,au03
10,10429.45,315.4832,6368.517,1693.591,1825.392,206.8617,0,109.5235,.0301841,au03
11,10774.82,323.8108,5776.264,2853.075,1925.07,210.4395,0,115.5042,.0300529,au03
12,11148.31,435.2726,4558.777,3417.374,2615.312,282.3837,0,156.9187,.0389469,au03
13,11535.55,689.8828,5000.703,1725.482,4243.512,440.7003,0,254.6107,.0598993,au03
14,12005.47,692.1325,5631.228,1653.372,4194.048,446.3056,0,251.6429,.0576621,au03
15,12510.29,759.3751,4299.249,2833.427,4473.057,492.1432,0,268.3834,.0607551,au03
16,13053.91,1030.424,4573.409,2322.21,5604.387,695.6937,0,336.2632,.0790496,au03
17,13477.55,976.8033,5419.627,2313.157,5211.471,664.1151,0,312.6883,.0724336,au03
18,14014.69,1124.827,4969.106,2129.429,6428.511,739.1168,0,385.7106,.0802411,au03
19,14543.06,1289.779,4329.2,2955.25,6540.031,899.6906,0,392.4019,.0885956,au03
20,15054.41,1590.987,4551.619,2053.815,7807.383,1122.544,0,468.443,.1056786,au03
21,15536.26,1577.971,4705.624,2107.74,7807.554,1109.518,0,468.4532,.1015941,au03
22,16013.91,2211.747,2720.144,1468.943,10705.72,1574.865,0,642.343,.1380119,au03
23,16592.16,2227.475,3994.078,1128.156,10681.35,1586.594,0,640.8808,.1341551,au03
24,17055.19,2322.478,2999.558,1587.645,11128.81,1654.749,0,667.7288,.1360978,au03
25,17491.8,2450.262,3040.628,2063.542,11826.8,1740.654,0,709.6083,.1398821,au03
26,17864.08,2670.127,2326.861,1634.499,12894.81,1896.438,0,773.6884,.149482,au03
27,18256.33,2742.142,2663.007,838.1997,13291.66,1944.642,0,797.4998,.1502151,au03
28,18710.54,2778.528,2751.549,2125.327,12982.9,2001.402,0,778.9739,.148552,au03
29,19197.9,3242.79,2376.365,1267.585,14531.08,2370.925,0,871.8649,.1689968,au03
30,19650.68,3079.964,2879.562,1682.982,13949.98,2242.965,0,836.9988,.1567306,au03
31,20118.87,3541.137,2541.522,1390.164,15154.14,2631.888,0,909.2484,.1759238,au03
32,20581.62,3528.013,2299.972,1598.301,15265.24,2612.099,0,915.9144,.171344,au03
33,21083.71,3838.226,2721.024,544.2851,16503.47,2848.018,0,990.208,.1820572,au03
34,21543.52,4134.705,1380.336,1268.979,17037.36,3112.463,0,1022.241,.1919478,au03
35,21904.63,4165.43,2080.935,1079.507,17402.81,3121.261,0,1044.169,.1902032,au03
36,22298.71,4177.867,2171.649,1266.073,17893.81,3104.238,0,1073.629,.1872986,au03
37,22641.75,4302.26,2020.787,759.759,18337.29,3202.023,0,1100.238,.1900322,au03
38,23002.81,4207.56,2548.603,1049.22,17505,3157.259,0,1050.3,.1829038,au03
39,23384.21,4479.612,2226.657,922.2582,18688.81,3358.283,0,1121.329,.1915423,au03
40,23852.75,4569.559,2445.76,1634.291,18406.47,3465.171,0,1104.388,.1915553,au03
41,24271.11,4672.214,1794.735,1222.94,19812.43,3483.468,0,1188.746,.1924949,au03
42,24775.54,5320.423,2096.009,1172.652,19667.15,4140.394,0,1180.029,.2147221,au03
43,25214.59,5049.542,1690.877,921.1651,20639.64,3811.164,0,1238.379,.200238,au03
44,25613.59,5189.51,1469.638,851.902,21215.05,3916.607,0,1272.903,.2026061,au03
45,26102.04,5486.886,1435.178,1224.806,21912.95,4172.109,0,1314.777,.2102391,au03
46,26655.38,5552.746,1907.745,1029,21942.82,4236.176,0,1316.569,.2082986,au03
47,27133.86,6209.089,1607.464,822.0544,23331.36,4809.208,0,1399.882,.2288371,au03
48,27522.42,5697.77,1676.712,1001.532,22890.24,4324.355,0,1373.415,.2070084,au03
49,27971.53,5913.649,2575.26,918.2628,22742.23,4549.115,0,1364.534,.2114419,au03
50,28489.45,6074.221,1530.696,881.9995,23523.68,4662.8,0,1411.421,.2132161,au03
51,28954.84,6249.671,1091.433,854.788,24771.31,4763.393,0,1486.278,.2158344,au03
52,29489.62,6541.426,1067.957,638.6981,26033.76,4979.4,0,1562.025,.2218461,au03
53,29923.1,6870.132,1249.797,1150.347,25856.09,5318.767,0,1551.365,.2296062,au03
54,30428.42,6543.306,826.2581,921.8884,26625.08,4945.801,0,1597.505,.2149812,au03
55,30989,6770.944,1232.73,1704.746,25867.2,5218.913,0,1552.032,.2184422,au03
56,31503.73,6961.458,1143.251,825.5358,27906.89,5287.044,0,1674.413,.2210238,au03
57,31962.31,7368.029,1193.501,442.3415,28305.75,5669.685,0,1698.345,.2305195,au03
58,32589.79,7757.396,625.562,691.1858,29094.71,6011.714,0,1745.683,.2380355,au03
59,33260.68,8098.102,978.3882,965.1387,29408.43,6333.596,0,1764.506,.2434732,au03
60,33785.95,8021.459,945.9252,838.1326,29345.89,6260.706,0,1760.754,.2374061,au03
61,34306.21,8165.081,517.3137,802.2234,30449.39,6338.117,0,1826.964,.2379849,au03
62,34755.75,8208.778,682.885,431.7616,31290.86,6331.327,0,1877.451,.2361822,au03
63,35331.8,8486.167,689.3987,745.2644,31647.88,6587.294,0,1898.873,.2401658,au03
64,35879.51,8609.794,931.1925,883.7806,30726.45,6766.207,0,1843.587,.240008,au03
65,36411.65,9001.822,805.691,461.5172,32845.13,7031.114,0,1970.708,.2472262,au03
66,36964.4,8515.923,775.9707,1080.717,32763.3,6550.125,0,1965.798,.2303667,au03
67,37521.88,9003.425,519.1216,579.4007,33832.92,6973.45,0,2029.975,.2400113,au03
68,38180.88,9415.895,542.5139,574.7883,34124.89,7368.401,0,2047.494,.2466122,au03
69,38869.71,9443.067,657.9094,1322.306,34153.85,7393.836,0,2049.231,.2429558,au03
70,39496.27,9931.379,1221.965,813.0062,34519.39,7860.216,0,2071.164,.2514607,au03
71,40106.3,9706.31,854.8596,995.1165,35564.49,7572.44,0,2133.869,.2420382,au03
72,40844,10186.97,831.2193,1506.296,35702.48,8044.82,0,2142.149,.2494219,au03
73,41557.32,10683.77,586.5713,618.399,37612.07,8427.043,0,2256.724,.2570493,au03
74,42240.51,10434.36,446.3646,2187.635,36556.67,8240.957,0,2193.4,.2469353,au03
75,43017.98,11118.14,456.2684,1137.858,38508.63,8807.618,0,2310.517,.2584666,au03
76,43760.8,11676.46,593.5623,989.6112,39111.09,9329.797,0,2346.665,.26678,au03
77,44760.67,11621.17,383.6092,1251.483,39380.37,9258.345,0,2362.822,.259553,au03
78,45534.09,12298.54,676.6075,356.3323,40990.16,9839.134,0,2459.41,.2700869,au03
79,46543.55,12209.03,541.5325,733.7001,42392.12,9665.506,0,2543.527,.262322,au03
80,47285.89,12116.7,409.1311,822.6426,41507,9626.275,0,2490.42,.2562429,au03
81,48184.98,12857.06,249.3899,692.7857,43883.72,10224.03,0,2633.023,.2667859,au03
82,49171.89,12735.34,1437.287,510.0799,43773.52,10108.93,0,2626.411,.259023,au03
83,50148.48,13507.51,556.8588,757.8996,45417.88,10782.44,0,2725.073,.2693547,au03
84,51120.14,13452.91,189.0218,398.4228,46787.01,10645.69,0,2807.221,.263113,au03
85,52233.82,14507.17,208.485,377.2838,48159.67,11617.59,0,2889.58,.2776951,au03
86,53544.41,14326.17,484.6508,304.1005,48220.25,11432.96,0,2893.215,.2675883,au03
87,54693.45,15366.32,745.4174,1309.57,48188.45,12475.01,0,2891.307,.280945,au03
88,55898.45,15910.42,526.4783,1421.495,50030.04,12908.62,0,3001.803,.2846495,au03
89,57260.27,16129.96,389.2803,459.6224,52408.48,12985.45,0,3144.509,.2817142,au03
90,58793.7,17040.76,114.1238,1095.88,53327.57,13841.11,0,3199.654,.2898062,au03
91,60776.53,18010.1,840.2063,248.6658,55605.86,14673.75,0,3336.351,.2962901,au03
92,62604.87,17960.77,223.9041,270.3335,56924.12,14545.32,0,3415.447,.2869149,au03
93,64804.13,19119.98,207.5282,1428.697,58843.07,15589.4,0,3530.584,.2951137,au03
94,67861.91,21200.83,459.4203,1280.756,61342.2,17520.29,0,3680.532,.3124608,au03
95,71449.88,21796.74,437.1382,519.2834,63288.27,17999.45,0,3797.296,.3049196,au03
96,74876.8,23814.23,54.0639,70.31108,68930.63,19678.39,0,4135.838,.3180216,au03
97,79312.85,25857.24,38.07064,1187.032,71817.11,21548.22,0,4309.026,.3254849,au03
98,86932.18,29991.66,29.67646,754.6177,78101.16,25305.59,0,4686.07,.3449706,au03
99,101701.7,36613.36,92.83513,1316.605,92880.33,31040.54,0,5572.82,.359886,au03
100,174167,70310.52,92.77508,977.2006,151266,61234.57,0,9075.959,.396464,au03
1,1835.05,-197.8172,925.9872,43.65498,366.2943,5.091808,0,21.97706,-.1128087,au08
2,6332.269,118.7101,2557.052,1013.102,2407.232,0,0,144.4338,.0183013,au08
3,8020.399,14.09593,4918.355,754.0585,2305.79,3.03721,0,138.3472,.0016779,au08
4,9278.659,50.37228,4574.229,2137.12,2269.76,3.611485,0,136.1861,.0054965,au08
5,10178.68,68.59885,5927.393,2802.925,1438.795,6.513129,0,86.32813,.0067008,au08
6,11038.55,-99.25442,5952.709,1754.243,2739.485,13.53735,0,164.3687,-.0089926,au08
7,11629.98,157.2358,5288.705,3223.447,2698.691,54.90849,0,161.9213,.0133509,au08
8,12232.41,85.75163,8021.798,1892.042,2312.212,45.13494,0,138.7327,.0071561,au08
9,12863.04,168.3166,5893.388,3348.056,3258.456,63.60335,0,195.5065,.0131691,au08
10,13514.13,186.2869,5824.752,2498.414,4615.539,110.7676,0,276.9321,.0138417,au08
11,13997.36,332.5108,7326.719,1755.927,4728.587,138.7108,0,283.7152,.0237049,au08
12,14620.79,600.9654,5720.258,1836.397,6419.048,295.2219,0,385.1425,.0410834,au08
13,15437.61,565.2749,7095.093,2153.719,5819.94,224.9124,0,349.1961,.0364564,au08
14,16202.31,789.1023,5676.224,1602.166,7590.043,458.64,0,455.4021,.0483619,au08
15,16946.26,835.611,5274.59,3803.605,7339.431,435.2523,0,440.3642,.049389,au08
16,17575.61,1525.438,4388.929,1832.838,11246.4,852.663,0,674.7833,.0868696,au08
17,18147.67,1157.729,5639.546,1870.992,9759.325,633.5114,0,585.5595,.0637386,au08
18,18751.02,1392.124,5607.685,1676.211,10259.92,885.4478,0,615.595,.0741265,au08
19,19306.76,1476.577,4777.401,1249.539,11992.65,1117.682,0,719.5607,.0762489,au08
20,19946.5,1773.088,3218.708,2210.97,13395.45,1073.333,0,803.7278,.0889217,au08
21,20559.99,2039.614,3282.264,1669.744,14499.38,1273.565,0,869.9648,.0992539,au08
22,21128.54,2140.465,3922.181,731.2659,15069.96,1269.771,0,904.1987,.1013667,au08
23,21667.86,2656.542,3747.778,2150.228,15071.04,1774.81,0,904.263,.1224979,au08
24,22310.37,2587.887,3756.365,1431.689,15632.54,1779.989,0,937.952,.1159809,au08
25,22884.59,2511.224,3636.323,2733.004,14938.96,1617.49,0,896.3376,.1097669,au08
26,23468.64,2835.533,4643.332,1065.734,16726.01,1835.133,0,1003.561,.1207638,au08
27,23983.38,2594.365,2922.069,695.0795,18693.73,1694.21,0,1121.625,.108298,au08
28,24624.56,3280.491,3701.53,1582.373,17474.03,2238.775,0,1048.443,.1332059,au08
29,25175.56,3446.412,3218.686,665.0865,19273.33,2311.262,0,1156.402,.1368426,au08
30,25694.47,3901.386,2886.347,309.4732,20575.22,2717.905,0,1234.514,.1518326,au08
31,26163.42,3652.978,2989.491,2961.293,18562.96,2539.2,0,1113.778,.1396941,au08
32,26692.77,3802.867,2558.397,1546.767,20995.47,2543.141,0,1259.727,.142463,au08
33,27265.09,4045.148,2505.983,1312.164,22013.06,2724.366,0,1320.782,.1483602,au08
34,27772.22,3808.954,4604.104,1381.815,19669.98,2647.091,0,1180.2,.1371707,au08
35,28366.57,4455.453,3188.465,1492.391,22119.87,3149.03,0,1327.193,.1571635,au08
36,28897.24,4685.376,2277.609,2037.573,22955.33,3308.058,0,1377.318,.1621436,au08
37,29442.24,4661.959,2302.771,756.4146,23898.96,3228.025,0,1433.934,.1583565,au08
38,30047.9,4762.859,2276.175,1658.998,24712.16,3280.127,0,1482.731,.1585057,au08
39,30627.05,5649.442,2867.165,704.3343,25789.88,4122.986,0,1547.395,.184473,au08
40,31180.54,5766.936,1949.604,518.5547,27672.36,4174.821,0,1660.343,.1849267,au08
41,31672.36,5437.662,1823.397,1651.394,26131.1,3869.796,0,1567.866,.1717353,au08
42,32168.45,5330.615,3218.248,561.4788,26212.64,3757.859,0,1572.756,.1657276,au08
43,32803.97,5516.768,1922.877,1349.822,26180.45,3967.343,0,1570.827,.1681797,au08
44,33431.8,6150.179,2552.801,233.2588,28661.8,4432.652,0,1719.707,.183951,au08
45,34006.17,5854.011,1610.203,954.0045,28367.45,4151.964,0,1702.047,.1721297,au08
46,34607.3,6019.691,2080.669,1250.832,28621.2,4302.418,0,1717.273,.1738891,au08
47,35102.62,6009.808,1778.537,281.4188,29811.5,4221.118,0,1788.69,.1712403,au08
48,35597.79,6046.226,1843.197,1279.036,29151.69,4350.017,0,1749.102,.1698557,au08
49,36198.59,6573.483,2135.273,1392.816,30349.85,4752.494,0,1820.989,.1815419,au08
50,36840.83,6550.266,1601.664,2269.434,29910.74,4755.622,0,1794.644,.177728,au08
51,37526.07,7313.343,1569.525,669.4153,31746.13,5408.576,0,1904.768,.1949073,au08
52,38052.95,6728.141,1211.967,697.9316,31802.26,4853.333,0,1908.135,.1768329,au08
53,38600.31,7398.088,2024.022,594.0184,32914.04,5464.426,0,1974.844,.1916695,au08
54,39196.61,7601.774,1562.47,657.159,34260.55,5546.142,0,2055.632,.1939442,au08
55,39774.94,7678.222,739.8996,607.0588,36204.08,5505.976,0,2172.246,.1930562,au08
56,40287.3,8035.705,1553.938,942.8987,35220.94,5922.451,0,2113.254,.1994613,au08
57,40692.18,8312.211,1731.824,1033.984,34878.01,6219.528,0,2092.683,.2043047,au08
58,41267.3,8408.48,1122.403,482.514,37311.23,6169.807,0,2238.674,.2037501,au08
59,41925.36,8430.434,1127.187,1376.332,36401.2,6246.359,0,2184.074,.2011062,au08
60,42604.74,8511.753,1659.258,494.7295,36900.95,6297.698,0,2214.055,.1997455,au08
61,43221.45,8619.08,737.6777,1391.604,39370.32,6256.858,0,2362.221,.1994409,au08
62,43908.27,9247.47,1464.39,356.4909,38885.58,6914.33,0,2333.14,.2105945,au08
63,44537.76,9644.233,1357.94,477.6595,40331.5,7256.92,0,2419.889,.2165305,au08
64,45334.21,10079.7,757.2598,572.9604,40996.05,7619.934,0,2459.762,.2223767,au08
65,46062.05,9846.907,696.3792,1748.351,40046.2,7444.136,0,2402.771,.213745,au08
66,46784.3,10105.72,1328.436,972.1959,41342.14,7625.192,0,2480.527,.2159587,au08
67,47688.22,10545.37,793.514,166.0019,41740.88,8040.923,0,2504.449,.2211226,au08
68,48398.44,9720.247,886.0586,1112.116,43669.01,7100.105,0,2620.142,.2008298,au08
69,49077.21,10502.67,1930.931,1714.443,41459.18,8015.12,0,2487.551,.213969,au08
70,49809.36,10929.59,570.6204,918.6807,43011.7,8348.887,0,2580.703,.2194114,au08
71,50565.92,11940.78,729.808,598.4746,45549.72,9207.8,0,2732.984,.2361358,au08
72,51583.45,10909.5,540.7458,504.3009,47578.39,8148.156,0,2854.705,.2114907,au08
73,52661.24,11402.18,271.4462,652.78,48224.46,8508.715,0,2893.467,.2165041,au08
74,53799.04,12299.24,640.127,537.7891,47429.63,9453.457,0,2845.779,.2285608,au08
75,54795.35,12776.57,429.0677,627.4203,50346.49,9755.775,0,3020.791,.2331252,au08
76,55851.87,13410.36,804.2617,1535.18,49292.43,10452.81,0,2957.547,.2401259,au08
77,56998.3,13519.9,645.4976,466.995,51912.3,10405.16,0,3114.739,.2372136,au08
78,57990.9,14188.41,500.9962,1033.88,52764.92,11022.51,0,3165.896,.2446382,au08
79,59144.22,13791.76,746.2581,858.2859,53051.1,10608.7,0,3183.064,.2332317,au08
80,60553.97,14188.75,632.212,647.9675,55262.19,10873.02,0,3315.732,.2343768,au08
81,61963.11,14491.45,753.949,1355.528,54683.91,11249.36,0,3281.036,.2338772,au08
82,63358.05,14836.05,678.675,1113.675,55855.01,11484.75,0,3351.299,.2342044,au08
83,64592.89,15830.54,963.5362,368.3173,57851.09,12359.47,0,3471.067,.2451103,au08
84,65938.16,16609.14,643.6191,748.2496,57898.78,13135.22,0,3473.927,.2518388,au08
85,67502.63,15557.91,208.4382,2325.383,59516.8,11986.9,0,3571.01,.2304989,au08
86,69276.5,17213.41,544.7227,613.37,61246.96,13538.6,0,3674.817,.2485008,au08
87,70867.55,17549.08,329.84,478.0452,65028.64,13647.36,0,3901.719,.2476978,au08
88,72951.46,19452.65,428.6525,635.9028,66741.4,15448.17,0,4004.484,.266555,au08
89,75549.55,20298.01,228.3522,2126.383,66352.71,16316.85,0,3981.165,.2687885,au08
90,77962.88,19838.2,325.8301,336.7386,70078.02,15633.52,0,4204.678,.254537,au08
91,80933.67,22939.88,136.7024,194.4048,72431.82,18593.97,0,4345.907,.2833691,au08
92,83836.29,21887.45,292.9605,2015.948,72723.3,17524.05,0,4363.397,.261031,au08
93,87586.97,23992.18,269.5774,1449.502,76321.37,19412.9,0,4579.282,.2738389,au08
94,91632.35,24442.32,156.2772,1973.174,78970.48,19704.09,0,4738.23,.2668442,au08
95,96061.99,26289.32,280.6169,2340.581,83904.69,21255.04,0,5034.282,.273721,au08
96,103998.1,29405.16,404.8338,828.5189,88902.28,24071.02,0,5334.137,.2825209,au08
97,114414.2,31940,229.1724,436.1167,99091.73,25994.5,0,5945.505,.2787231,au08
98,133345.3,37752.65,139.7276,194.1967,113421.7,30947.35,0,6805.301,.2825419,au08
99,165338.8,51083.29,80.05125,1062.262,142685.9,42522.14,0,8561.155,.3106618,au08
100,285416.1,99440.45,113.5855,2877.413,190834.4,87990.4,0,11450.06,.3432979,au08
1,1040.284,6.859416,613.417,52.00296,162.6716,14.76854,0,9.272234,-.0052174,au10
2,5236.898,89.66781,3373.438,159.0148,1504.918,14.2065,0,85.77985,.0175149,au10
3,7727.714,82.55769,5143.704,652.817,1795.72,27.69251,0,102.3561,.0105333,au10
4,9226.882,193.4212,5238.706,1479.745,2067.809,78.52099,0,117.8648,.0211855,au10
5,10524.67,207.3528,6942.713,1058.899,2313.014,80.43114,0,131.842,.0197389,au10
6,11334.35,149.9086,7649.466,1520.858,1963.132,42.18771,0,111.8984,.0132251,au10
7,11994.47,88.27447,7178.671,2188.855,1722.777,50.63403,0,98.19786,.007443,au10
8,12585.37,286.2081,7018.483,2292.119,2914.006,122.374,0,166.0981,.0227187,au10
9,13197.76,204.8884,6952.508,2446.43,3164.557,61.52558,0,180.3795,.0154956,au10
10,13783.57,310.0515,6815.472,2552.678,3716.869,122.2534,0,211.8612,.0225108,au10
11,14382.33,422.3795,6681.425,2454.334,4536.812,175.0468,0,258.5984,.0294178,au10
12,14997.47,668.1474,6728.694,2215.458,5365.314,366.1251,0,305.824,.0443336,au10
13,15594.73,587.496,6302.255,2248.645,6316.5,233.069,0,360.0406,.0377699,au10
14,16147.74,719.812,6713.261,1856.781,6826.646,333.2871,0,389.1186,.0445813,au10
15,16718.65,744.8541,5281.904,4214.526,6243.334,420.7682,0,355.8699,.0446311,au10
16,17388.55,1022.605,4662.877,2906.159,8607.937,547.8292,0,490.6526,.0589041,au10
17,17977.64,783.1792,6157.454,3445.711,7373.809,387.1561,0,420.3079,.0435182,au10
18,18557.32,989.6116,5653.693,3056.907,8992.9,531.5228,0,512.5953,.0533655,au10
19,19147.27,1582.754,4492.7,1124.705,11526.82,962.5519,0,657.0275,.0826627,au10
20,19831.88,1647.645,4792.51,1843.272,11997.19,971.4266,0,683.8395,.0830144,au10
21,20391.17,1626.109,5354.354,2154.67,11783.7,967.0547,0,671.6696,.0798406,au10
22,21011.33,2019.938,4592.643,1044.553,14174.43,1212.026,0,807.9434,.0960834,au10
23,21742.9,2412.941,4757.405,1559.351,14380.64,1593.714,0,819.697,.1108754,au10
24,22312.09,2419.572,4117.986,1890.195,15163.6,1555.768,0,864.3248,.1084281,au10
25,22893.9,2285.493,4819.082,2176.025,14650.91,1450.39,0,835.1028,.0999079,au10
26,23558.55,2645.004,3752.36,3062.754,15373.42,1770.864,0,876.2849,.1122689,au10
27,24093.85,2969.687,4108.553,1013.937,17473.48,1974.562,0,995.9888,.1231905,au10
28,24687.25,2941.278,4120.83,1705.01,17496.64,1949.211,0,997.3079,.1190812,au10
29,25161.64,3334.348,3128.681,1143.309,19779.34,2206.926,0,1127.423,.132542,au10
30,25664.72,3641.58,3187.404,1277.603,20056.56,2498.405,0,1143.225,.1418167,au10
